SPECI,RCKU,211607Z,010,03KT,4000,BR,FEW010,17,16,Q1013,A2991,
METAR,RCKU,211600Z,350,03KT,5000,BR,FEW010,18,17,Q1013,A2991,
SPECI,RCKU,211506Z,330,02KT,5000,BR,FEW010,18,17,Q1013,A2991,
METAR,RCKU,211500Z,340,03KT,6000,FEW012,18,17,Q1013,A2991,,
METAR,RCKU,211400Z,350,02KT,6000,FEW012,19,17,Q1013,A2991,,
METAR,RCKU,211330Z,360,02KT,6000,FEW012,19,17,Q1013,A2991,,
METAR,RCKU,211300Z,360,03KT,7000,FEW012,19,17,Q1013,A2992,,
METAR,RCKU,211230Z,320,01KT,7000,FEW012,19,17,Q1013,A2991,,
METAR,RCKU,211200Z,310,02KT,7000,FEW012,20,17,Q1012,A2990,,
METAR,RCKU,211130Z,320,01KT,7000,FEW012,20,17,Q1012,A2990,,
METAR,RCKU,211100Z,340,03KT,7000,FEW012,21,17,Q1012,A2989,,
METAR,RCKU,211030Z,320,02KT,8000,FEW012,21,17,Q1012,A2989,,
METAR,RCKU,211000Z,340,04KT,9000,FEW012,22,17,Q1011,A2988,,
METAR,RCKU,210930Z,300,05KT,9999,FEW012 SCT030,24,17,Q1010,A2985,,
METAR,RCKU,210900Z,290,06KT,9999,FEW012 SCT030,25,16,Q1010,NOSIG,A2984,
METAR,RCKU,210830Z,280,06KT,9999,FEW012 SCT030,25,16,Q1010,NOSIG,A2984,
METAR,RCKU,210800Z,280,07KT,9999,FEW012 SCT030,26,16,Q1010,NOSIG,A2983,
METAR,RCKU,210730Z,270,08KT,9999,FEW012 SCT030,26,16,Q1010,NOSIG,A2983,
METAR,RCKU,210700Z,270,07KT,9999,FEW012 SCT030,27,17,Q1010,NOSIG,A2984,
METAR,RCKU,210630Z,300,05KT,9999,FEW012 SCT030,27,17,Q1010,NOSIG,A2985,
METAR,RCKU,210600Z,310,05KT,9999,FEW012 SCT030,27,17,Q1011,NOSIG,A2986,
METAR,RCKU,210530Z,280,06KT,9999,FEW012 SCT060,27,16,Q1011,NOSIG,A2987,
METAR,RCKU,210500Z,300,06KT,9999,FEW012 SCT060,27,15,Q1012,NOSIG,A2990,
METAR,RCKU,210430Z,220,05KT,9999,FEW012,27,15,Q1012,NOSIG,A2991,
METAR,RCKU,210400Z,270,03KT,9999,FEW012,26,14,Q1013,NOSIG,A2993,
METAR,RCKU,210330Z,270,03KT,9999,FEW012 SCT080,26,15,Q1014,NOSIG,A2996,
METAR,RCKU,210300Z,020,03KT,9999,FEW012 SCT080,25,15,Q1015,NOSIG,A2998,
METAR,RCKU,210230Z,320,04KT,9999,FEW012 SCT080,24,15,Q1015,NOSIG,A2999,
METAR,RCKU,210200Z,340,04KT,9999,FEW012 SCT080,23,14,Q1015,NOSIG,A2999,
METAR,RCKU,210130Z,350,03KT,9999,FEW012,22,16,Q1015,NOSIG,A3000,
METAR,RCKU,210100Z,020,02KT,9000,FEW012,21,16,Q1016,NOSIG,A3000,
METAR,RCKU,210030Z,360,02KT,9000,FEW012,19,16,Q1016,NOSIG,A3000,
METAR,RCKU,210000Z,010,01KT,9000,FEW012,17,16,Q1015,NOSIG,A2998,
METAR,RCKU,202330Z,300,01KT,9000,FEW012,16,15,Q1014,NOSIG,A2996,
METAR,RCKU,202300Z,000,00KT,8000,FEW012,14,14,Q1014,NOSIG,A2995,
METAR,RCKU,202230Z,000,00KT,6000,FEW012,14,14,Q1014,NOSIG,A2994,
METAR,RCKU,202200Z,000,00KT,5000,BR,FEW012,14,14,Q1014,NOSIG,A2994
METAR,RCKU,202130Z,000,00KT,5000,BR,FEW012,14,14,Q1013,NOSIG,A2993
METAR,RCKU,202100Z,000,00KT,5000,BR,FEW012,14,14,Q1014,NOSIG,A2994
METAR,RCKU,202030Z,000,00KT,5000,BR,FEW012,15,14,Q1014,A2994,
METAR,RCKU,202000Z,000,00KT,5000,BR,FEW012,14,14,Q1014,A2994,
SPECI,RCKU,201946Z,000,00KT,4000,BR,FEW012,15,14,Q1014,A2995,
METAR,RCKU,201900Z,000,00KT,5000,BR,FEW012,15,15,Q1014,A2996,
SPECI,RCKU,201853Z,000,00KT,5000,BR,FEW012,15,15,Q1014,A2996,
METAR,RCKU,201800Z,340,03KT,6000,FEW012,15,15,Q1015,A2998,,
METAR,RCKU,201700Z,000,00KT,6000,FEW012,16,15,Q1015,A2999,,
