METAR,RCKU,040830Z,360,06KT,9999,FEW012 SCT040 BKN080,21,17,Q1013,NOSIG,A2992,,,,,,
METAR,RCKU,040800Z,330,06KT,9999,FEW012 SCT040 BKN080,21,17,Q1013,NOSIG,A2992,,,,,,
METAR,RCKU,040730Z,350,06KT,9999,FEW012 SCT040 BKN060,20,17,Q1013,NOSIG,A2991,,,,,,
METAR,RCKU,040700Z,350,05KT,9999,FEW012 SCT040 BKN060,21,17,Q1013,NOSIG,A2992,,,,,,
METAR,RCKU,040630Z,350,06KT,9999,FEW012 SCT040 BKN060,21,17,Q1013,NOSIG,A2993,,,,,,
METAR,RCKU,040600Z,340,05KT,9999,FEW012 SCT040 BKN080,20,17,Q1014,NOSIG,A2995,,,,,,
METAR,RCKU,040530Z,360,06KT,9999,FEW012 SCT040 BKN080,20,17,Q1014,NOSIG,A2997,,,,,,
METAR,RCKU,040500Z,340,06KT,9999,VCSH,FEW012 SCT060 BKN080,19,17,Q1015,NOSIG,A2998,VCSH,S,,,
METAR,RCKU,040430Z,350,06KT,9999,VCSH,FEW012 SCT040 BKN060,19,16,Q1015,NOSIG,A2999,VCSH,SW,,,
METAR,RCKU,040400Z,350,06KT,9999,VCSH,FEW012 SCT040 BKN060,19,17,Q1015,NOSIG,A2999,RA,AMT,T,VCSH,S
SPECI,RCKU,040333Z,010,05KT,9999,VCSH,FEW010 SCT020 BKN040,19,16,Q1016,NOSIG,A3000,VCSH,NW,,,
METAR,RCKU,040330Z,360,05KT,9999,-RA,FEW010 SCT020 BKN040,19,16,Q1015,NOSIG,A3000,,,,,
METAR,RCKU,040300Z,010,05KT,9999,-RA,FEW010 SCT020 BKN040,18,16,Q1016,NOSIG,A3002,RA,AMT,T,,
METAR,RCKU,040230Z,010,06KT,9999,-RA,FEW010 SCT020 BKN040,17,16,Q1016,NOSIG,A3003,,,,,
METAR,RCKU,040200Z,360,05KT,9999,-RA,FEW010 SCT020 BKN040,17,16,Q1016,NOSIG,A3002,RA,AMT,0.6MM,,
METAR,RCKU,040130Z,350,06KT,9999,-RA,FEW008 BKN016 BKN040,16,16,Q1017,NOSIG,A3003,,,,,
METAR,RCKU,040100Z,040,04KT,9999,-RA,FEW008 BKN016 BKN040,16,16,Q1016,NOSIG,A3001,RA,AMT,1.2MM,,
METAR,RCKU,040030Z,350,04KT,9999,-RA,FEW008 BKN016 BKN040,16,15,Q1017,NOSIG,A3003,,,,,
METAR,RCKU,040000Z,330,06KT,9999,-RA,FEW008 BKN016 BKN040,16,15,Q1016,NOSIG,A3001,RA,AMT,0.4MM,,
METAR,RCKU,032330Z,320,04KT,9999,-RA,FEW008 BKN016 BKN040,16,15,Q1016,NOSIG,A3001,,,,,
METAR,RCKU,032300Z,330,05KT,9000,-RA,FEW008 BKN016 BKN040,16,15,Q1016,NOSIG,A3001,RA,AMT,0.2MM,,
METAR,RCKU,032230Z,340,02KT,8000,-RA,FEW008 SCT016 BKN040,16,16,Q1016,NOSIG,A3000,,,,,
METAR,RCKU,032200Z,010,03KT,8000,-RA,FEW008 SCT016 BKN040,16,15,Q1016,NOSIG,A3001,RA,AMT,0.4MM,,
METAR,RCKU,032130Z,350,05KT,8000,-RA,FEW008 SCT016 BKN040,16,15,Q1015,NOSIG,A2999,,,,,
SPECI,RCKU,032105Z,340,08KT,9999,-RA,FEW008 SCT016 BKN050,17,15,Q1015,NOSIG,A2999,,,,,
METAR,RCKU,032100Z,340,07KT,9999,VCSH,FEW008 SCT016 BKN050,17,15,Q1015,NOSIG,A2999,VCSH,W,,,
METAR,RCKU,032030Z,360,05KT,9999,FEW008 BKN016 BKN040,17,15,Q1015,A2998,,,,,,,
METAR,RCKU,032000Z,360,06KT,9999,FEW008 BKN016 BKN040,17,15,Q1015,A2999,,,,,,,
METAR,RCKU,031900Z,010,06KT,9999,FEW008 BKN016 BKN040,17,15,Q1015,A3000,,,,,,,
METAR,RCKU,031800Z,360,09KT,9999,FEW008 BKN016 BKN040,17,14,Q1016,A3001,,,,,,,
METAR,RCKU,031700Z,350,08KT,9999,FEW008 BKN016 BKN040,17,15,Q1016,A3001,,,,,,,
METAR,RCKU,031600Z,350,07KT,9999,FEW010 BKN020 BKN040,17,15,Q1016,A3002,,,,,,,
METAR,RCKU,031500Z,350,07KT,9999,FEW010 BKN020 BKN040,17,15,Q1016,A3001,,,,,,,
METAR,RCKU,031400Z,350,06KT,9999,FEW010 BKN020 BKN040,17,16,Q1015,A2999,,,,,,,
METAR,RCKU,031330Z,360,07KT,9999,FEW010 BKN020 BKN040,18,15,Q1015,A3000,,,,,,,
METAR,RCKU,031300Z,350,07KT,9999,FEW010 BKN020 BKN040,18,15,Q1016,A3001,,,,,,,
METAR,RCKU,031230Z,010,06KT,9999,FEW010 BKN020 BKN040,18,16,Q1016,A3000,,,,,,,
METAR,RCKU,031200Z,360,08KT,9999,FEW010 BKN020 BKN040,18,15,Q1015,A3000,,,,,,,
METAR,RCKU,031130Z,350,09KT,9999,SCT010 BKN016 BKN040,18,16,Q1015,A2999,,,,,,,
METAR,RCKU,031100Z,350,08KT,9999,SCT010 BKN016 BKN040,18,16,Q1015,A2998,,,,,,,
METAR,RCKU,031030Z,350,08KT,9999,SCT010 BKN016 BKN040,18,16,Q1015,A2997,,,,,,,
METAR,RCKU,031000Z,350,09KT,9999,SCT010 BKN016 BKN040,18,17,Q1014,A2996,,,,,,,
METAR,RCKU,030930Z,350,08KT,9999,SCT010 BKN016 BKN040,18,17,Q1013,A2993,,,,,,,
METAR,RCKU,030900Z,350,09KT,9999,SCT008 BKN016 BKN040,19,17,Q1013,NOSIG,A2992,,,,,,
METAR,RCKU,030830Z,360,07KT,9999,SCT008 BKN016 BKN040,19,17,Q1012,NOSIG,A2991,,,,,,
