SPECI,RCKU,122310Z,320,01KT,3200,BR,SCT008,15,15,Q1018,NOSIG,A3006,,,,,,,,,
METAR,RCKU,122300Z,340,02KT,2400,BR,SCT008,14,14,Q1017,NOSIG,A3005,,,,,,,,,
SPECI,RCKU,122236Z,350,03KT,2400,BR,SCT008,14,14,Q1017,NOSIG,A3005,,,,,,,,,
METAR,RCKU,122230Z,350,03KT,3200,BR,SCT008 BKN050,14,14,Q1017,NOSIG,A3005,,,,,,,,,
METAR,RCKU,122200Z,020,03KT,3200,BR,SCT008 BKN050,15,14,Q1017,NOSIG,A3005,,,,,,,,,
METAR,RCKU,122130Z,040,03KT,3200,BR,SCT008 BKN050,15,15,Q1017,BECMG,3000,BR,A3005,,,,,,,
METAR,RCKU,122100Z,020,06KT,3200,BR,SCT008 BKN050,16,16,Q1017,BECMG,3000,BR,A3004,,,,,,,
SPECI,RCKU,122050Z,020,05KT,3200,BR,SCT008 BKN050,16,16,Q1017,A3003,,,,,,,,,,
METAR,RCKU,122030Z,020,07KT,4000,BR,SCT008,16,16,Q1017,A3004,,,,,,,,,,
SPECI,RCKU,122015Z,020,07KT,4000,BR,SCT008,16,16,Q1017,A3003,,,,,,,,,,
METAR,RCKU,122000Z,330,07KT,5000,BR,FEW012 SCT050,14,14,Q1017,A3004,,,,,,,,,,
SPECI,RCKU,121950Z,330,07KT,5000,BR,FEW012 SCT050,14,14,Q1017,A3003,,,,,,,,,,
METAR,RCKU,121900Z,300,03KT,6000,FEW012 SCT050,14,14,Q1016,A3003,,,,,,,,,,,
METAR,RCKU,121800Z,000,00KT,7000,FEW012,15,15,Q1017,A3003,,,,,,,,,,,
METAR,RCKU,121700Z,000,00KT,7000,FEW012,15,14,Q1018,A3006,,,,,,,,,,,
