METAR,RCKU,041600Z,020,05KT,9000,-DZ,FEW012 SCT030 BKN060,18,17,Q1015,A2998,RA,AMT,T,,,
METAR,RCKU,041500Z,330,05KT,9000,-DZ,FEW012 SCT030 BKN060,18,17,Q1015,A2998,RA,AMT,T,,,
METAR,RCKU,041400Z,320,04KT,9000,-DZ,FEW012 SCT030 BKN060,18,17,Q1015,A2998,RA,AMT,T,,,
METAR,RCKU,041330Z,020,03KT,9000,-DZ,FEW012 SCT030 BKN060,19,17,Q1015,A2997,,,,,,
METAR,RCKU,041300Z,350,04KT,9000,-DZ,FEW012 SCT030 BKN060,18,17,Q1015,A2998,RA,AMT,T,,,
METAR,RCKU,041230Z,360,06KT,9000,-DZ,FEW012 SCT030 BKN060,19,17,Q1015,A2998,,,,,,
METAR,RCKU,041200Z,350,05KT,9000,-DZ,FEW012 SCT030 BKN060,19,17,Q1014,A2996,RA,AMT,T,,,
METAR,RCKU,041130Z,350,09KT,9000,-DZ,FEW012 SCT030 BKN060,19,17,Q1014,A2995,,,,,,
METAR,RCKU,041100Z,340,06KT,9000,-DZ,FEW012 SCT030 BKN060,19,17,Q1014,A2994,RA,AMT,T,,,
SPECI,RCKU,041052Z,340,08KT,9000,-DZ,FEW012 SCT030 BKN060,19,17,Q1014,A2995,,,,,,
METAR,RCKU,041030Z,350,08KT,9000,FEW012 SCT030 BKN060,20,17,Q1013,A2993,,,,,,,
METAR,RCKU,041000Z,350,05KT,9000,FEW012 SCT030 BKN060,20,17,Q1013,A2993,,,,,,,
METAR,RCKU,040930Z,350,05KT,9999,FEW012 SCT030 BKN060,20,17,Q1013,A2992,,,,,,,
METAR,RCKU,040900Z,340,04KT,9999,FEW012 SCT040 BKN080,21,17,Q1013,NOSIG,A2993,,,,,,
METAR,RCKU,040830Z,360,06KT,9999,FEW012 SCT040 BKN080,21,17,Q1013,NOSIG,A2992,,,,,,
METAR,RCKU,040800Z,330,06KT,9999,FEW012 SCT040 BKN080,21,17,Q1013,NOSIG,A2992,,,,,,
METAR,RCKU,040730Z,350,06KT,9999,FEW012 SCT040 BKN060,20,17,Q1013,NOSIG,A2991,,,,,,
METAR,RCKU,040700Z,350,05KT,9999,FEW012 SCT040 BKN060,21,17,Q1013,NOSIG,A2992,,,,,,
