METAR,RCKU,071600Z,350,08KT,9999,FEW012 BKN060,14,11,Q1020,A3014,RA,AMT,T,
SPECI,RCKU,071532Z,350,08KT,9999,VCSH,FEW012 SCT030 BKN060,14,11,Q1020,A3014,VCSH,E,
METAR,RCKU,071500Z,360,08KT,9999,-DZ,FEW012 SCT030 BKN060,14,11,Q1020,A3014,RA,AMT,T
SPECI,RCKU,071444Z,350,08KT,9999,-DZ,FEW012 BKN050,14,11,Q1020,A3014,,,
METAR,RCKU,071400Z,360,09KT,9999,VCSH,FEW012 BKN060,14,11,Q1020,A3014,VCSH,SW,
METAR,RCKU,071330Z,350,09KT,9999,FEW012 BKN060,14,11,Q1020,A3014,,,,
METAR,RCKU,071300Z,350,12KT,9999,FEW012 BKN060,14,11,Q1020,A3013,,,,
METAR,RCKU,071230Z,360,11KT,9999,FEW012 BKN060,15,12,Q1020,A3012,,,,
METAR,RCKU,071200Z,360,13KT,9999,FEW012 BKN060,15,11,Q1019,A3010,,,,
METAR,RCKU,071130Z,350,14KT,9999,FEW012 BKN060,15,11,Q1019,A3010,,,,
METAR,RCKU,071100Z,350,14KT,9999,FEW012 SCT030 BKN060,15,11,Q1018,A3009,,,,
METAR,RCKU,071030Z,350,12G22KT,9999,FEW012 BKN030 BKN060,15,11,Q1018,A3006,,,,
METAR,RCKU,071000Z,350,13G23KT,9999,FEW012 SCT030 BKN060,16,12,Q1018,A3008,,,,
METAR,RCKU,070930Z,350,16KT,9999,FEW012 BKN060,16,12,Q1017,A3004,,,,
METAR,RCKU,070900Z,360,18KT,9999,FEW012 BKN060,17,12,Q1017,NOSIG,A3003,,,
METAR,RCKU,070830Z,350,17KT,9999,FEW012 SCT030 BKN060,18,12,Q1016,NOSIG,A3002,,,
METAR,RCKU,070800Z,350,19KT,9999,FEW012 SCT030 BKN060,19,12,Q1016,NOSIG,A3001,,,
METAR,RCKU,070730Z,360,19KT,9999,FEW012 BKN030,19,13,Q1016,NOSIG,A3001,,,
METAR,RCKU,070700Z,350,19KT,9999,FEW012 BKN030,19,13,Q1016,NOSIG,A3000,,,
METAR,RCKU,070630Z,350,19KT,9999,FEW012 BKN030,20,13,Q1015,NOSIG,A3000,,,
METAR,RCKU,070600Z,340,17KT,9999,FEW012 BKN030,21,14,Q1016,NOSIG,A3000,,,
METAR,RCKU,070530Z,340,15KT,9999,FEW012 BKN030,22,14,Q1016,NOSIG,A3000,,,
METAR,RCKU,070500Z,340,14KT,9999,FEW012 SCT025,22,14,Q1016,NOSIG,A3001,,,
METAR,RCKU,070430Z,350,13KT,9999,FEW012 SCT025,21,15,Q1016,NOSIG,A3002,,,
METAR,RCKU,070400Z,350,11KT,9999,FEW012 SCT025,22,15,Q1017,NOSIG,A3003,,,
SPECI,RCKU,070336Z,350,11KT,9999,FEW010 SCT020 BKN040,21,15,Q1017,NOSIG,A3003,,,
METAR,RCKU,070330Z,350,10KT,9999,FEW010 BKN015 BKN030,22,15,Q1017,NOSIG,A3003,,,
